ig_id,profile_img,Freq_Day_post,image_sum_comment,image_sum_like_view,image_mean_comment,image_mean_like_view,video_sum_comment,video_sum_like_view,video_sum_comment,video_sum_like_view,video_sum_comment,video_sum_like_view,no_of_hashtag,no_of_content_words,no_of_emoji,no_of_post_alt_words,profile_img_array,image_html_link,image_html_link,Added_HK_IG,political_words,Hong_Kong_words,Food_words,Beauty_words,Sport_words,Travel_words,Music_words,Education_words,Art_words,Acting_words
babyjohnchoi,scrap_web_details_image/babyjohnchoi_profile.png,0.0,,,,,44.0,13200.0,44.0,13200.0,44.0,13200.0,2.0,434.0,0.0,159.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117E640>,"<img src=""scrap_web_details_image/babyjohnchoi_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/babyjohnchoi_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
babyxshadow,scrap_web_details_image/babyxshadow_profile.png,0.7307638888888889,224.0,27320.0,8.615384615384615,1050.7692307692307,,,,,,,57.0,4406.0,46.0,5209.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081284D00>,"<img src=""scrap_web_details_image/babyxshadow_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/babyxshadow_profile.png"" width=""60"" >",12,0.0,4.0,2.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0
back6645,scrap_web_details_image/back6645_profile.png,0.0,,,,,6167.0,658232.0,6167.0,658232.0,6167.0,658232.0,6.0,64.0,0.0,194.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117E430>,"<img src=""scrap_web_details_image/back6645_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/back6645_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baibaihe_yep,scrap_web_details_image/baibaihe_yep_profile.png,0.0,,,,,,,,,,,,,,,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127C5E0>,"<img src=""scrap_web_details_image/baibaihe_yep_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/baibaihe_yep_profile.png"" width=""60"" >",0,,,,,,,,,,
bake.your.own,scrap_web_details_image/bake.your.own_profile.png,12.25,0.0,0.0,0.0,0.0,,,,,,,0.0,1901.0,7.0,1819.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127C190>,"<img src=""scrap_web_details_image/bake.your.own_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/bake.your.own_profile.png"" width=""60"" >",0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bakedindulgence,scrap_web_details_image/bakedindulgence_profile.png,8.8,1625.0,2578.0,162.5,257.8,,,,,,,0.0,10624.0,31.0,2321.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081276A00>,"<img src=""scrap_web_details_image/bakedindulgence_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/bakedindulgence_profile.png"" width=""60"" >",0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ballqueen,scrap_web_details_image/ballqueen_profile.png,10.11111111111111,72.0,14399.0,8.0,1599.888888888889,,,,,,,61.0,4269.0,36.0,1835.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081165DF0>,"<img src=""scrap_web_details_image/ballqueen_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/ballqueen_profile.png"" width=""60"" >",0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
barrettbott,scrap_web_details_image/barrettbott_profile.png,0.0,,,,,6.0,2241.0,6.0,2241.0,6.0,2241.0,2.0,97.0,3.0,185.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081174700>,"<img src=""scrap_web_details_image/barrettbott_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/barrettbott_profile.png"" width=""60"" >",1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
be_hk,scrap_web_details_image/be_hk_profile.png,0.0,,,,,4.0,685.0,4.0,685.0,4.0,685.0,0.0,175.0,3.0,317.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA0811654C0>,"<img src=""scrap_web_details_image/be_hk_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/be_hk_profile.png"" width=""60"" >",3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
beaconcollegehk,scrap_web_details_image/beaconcollegehk_profile.png,0.1153819444444444,85.0,22351.0,3.5416666666666665,931.2916666666666,6.0,213.0,6.0,213.0,6.0,213.0,60.0,12655.0,16.0,9651.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117E610>,"<img src=""scrap_web_details_image/beaconcollegehk_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/beaconcollegehk_profile.png"" width=""60"" >",3,0.0,9.0,0.0,0.0,0.0,2.0,0.0,63.0,0.0,0.0
becarefullee,scrap_web_details_image/becarefullee_profile.png,0.0,,,,,552.0,204746.0,552.0,204746.0,552.0,204746.0,1.0,66.0,0.0,66.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA0811539A0>,"<img src=""scrap_web_details_image/becarefullee_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/becarefullee_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beginneros,scrap_web_details_image/beginneros_profile.png,0.0,,,,,24.0,1303.0,24.0,1303.0,24.0,1303.0,0.0,560.0,0.0,450.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08115E490>,"<img src=""scrap_web_details_image/beginneros_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/beginneros_profile.png"" width=""60"" >",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bella_lam,scrap_web_details_image/bella_lam_profile.png,18.0,278.0,15639.0,69.5,3909.75,,,,,,,2.0,811.0,16.0,873.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08115E520>,"<img src=""scrap_web_details_image/bella_lam_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/bella_lam_profile.png"" width=""60"" >",1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
bennieandmaple,scrap_web_details_image/bennieandmaple_profile.png,0.0,283.0,25000.0,283.0,25000.0,,,,,,,0.0,88.0,0.0,213.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081284A90>,"<img src=""scrap_web_details_image/bennieandmaple_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/bennieandmaple_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benz_hui,scrap_web_details_image/benz_hui_profile.png,3.5,227.0,15118.0,56.75,3779.5,,,,,,,0.0,263.0,1.0,1011.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127CD30>,"<img src=""scrap_web_details_image/benz_hui_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/benz_hui_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bertliu744,scrap_web_details_image/bertliu744_profile.png,6.5,4.0,250.0,2.0,125.0,,,,,,,4.0,626.0,7.0,353.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081284880>,"<img src=""scrap_web_details_image/bertliu744_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/bertliu744_profile.png"" width=""60"" >",8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bestcouple.ten,scrap_web_details_image/bestcouple.ten_profile.png,0.0,,,,,5.0,204.0,5.0,204.0,5.0,204.0,0.0,14.0,2.0,213.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117E490>,"<img src=""scrap_web_details_image/bestcouple.ten_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/bestcouple.ten_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
better.than.sexx,scrap_web_details_image/better.than.sexx_profile.png,0.0,,,,,9.0,730.0,9.0,730.0,9.0,730.0,0.0,30.0,0.0,162.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117ECA0>,"<img src=""scrap_web_details_image/better.than.sexx_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/better.than.sexx_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bie_l,scrap_web_details_image/bie_l_profile.png,7.642847222222223,151.0,26657.0,10.785714285714286,1904.071428571429,,,,,,,3.0,4544.0,63.0,3080.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117EC40>,"<img src=""scrap_web_details_image/bie_l_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/bie_l_profile.png"" width=""60"" >",0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
billy_onstage,scrap_web_details_image/billy_onstage_profile.png,7.615381944444445,14.0,509.0,1.0769230769230769,39.15384615384615,,,,,,,26.0,2117.0,15.0,3193.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA0812844F0>,"<img src=""scrap_web_details_image/billy_onstage_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/billy_onstage_profile.png"" width=""60"" >",0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
birdieparva,scrap_web_details_image/birdieparva_profile.png,0.9615277777777778,183.0,21613.0,7.038461538461538,831.2692307692307,,,,,,,5.0,1876.0,34.0,3912.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127C5B0>,"<img src=""scrap_web_details_image/birdieparva_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/birdieparva_profile.png"" width=""60"" >",0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blissmeetingfilm,scrap_web_details_image/blissmeetingfilm_profile.png,2.269224537037037,83.0,3147.0,3.1923076923076925,121.03846153846152,,,,,,,0.0,18725.0,5.0,12255.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081276CD0>,"<img src=""scrap_web_details_image/blissmeetingfilm_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/blissmeetingfilm_profile.png"" width=""60"" >",0,0.0,0.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,4.0
bludshot,scrap_web_details_image/bludshot_profile.png,0.0,,,,,33.0,12067.0,33.0,12067.0,33.0,12067.0,1.0,321.0,1.0,325.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08116DA00>,"<img src=""scrap_web_details_image/bludshot_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/bludshot_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
bluegodzi,scrap_web_details_image/bluegodzi_profile.png,0.0,,,,,23.0,972.0,23.0,972.0,23.0,972.0,0.0,2613.0,0.0,150.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081174DC0>,"<img src=""scrap_web_details_image/bluegodzi_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/bluegodzi_profile.png"" width=""60"" >",3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
bluepongpong,scrap_web_details_image/bluepongpong_profile.png,3.153842592592593,1413.0,54131.0,61.43478260869565,2353.521739130435,103.0,26800.0,103.0,26800.0,103.0,26800.0,14.0,17893.0,38.0,11190.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081276520>,"<img src=""scrap_web_details_image/bluepongpong_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/bluepongpong_profile.png"" width=""60"" >",7,0.0,11.0,1.0,8.0,4.0,2.0,26.0,8.0,0.0,2.0
bmb_bakery,scrap_web_details_image/bmb_bakery_profile.png,6.857141203703704,534.0,15765.0,44.5,1313.75,23.0,1497.0,23.0,1497.0,23.0,1497.0,7.0,11517.0,36.0,5892.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081276FD0>,"<img src=""scrap_web_details_image/bmb_bakery_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/bmb_bakery_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
boboy831,scrap_web_details_image/boboy831_profile.png,18.5,38.0,1089.0,9.5,272.25,,,,,,,24.0,1199.0,25.0,780.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081276EB0>,"<img src=""scrap_web_details_image/boboy831_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/boboy831_profile.png"" width=""60"" >",9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bobsyouruncle1981,scrap_web_details_image/bobsyouruncle1981_profile.png,9.22222222222222,952.0,134099.0,119.0,16762.375,16.0,1396.0,16.0,1396.0,16.0,1396.0,0.0,3813.0,14.0,2005.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08115E5B0>,"<img src=""scrap_web_details_image/bobsyouruncle1981_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/bobsyouruncle1981_profile.png"" width=""60"" >",0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
bonnieschan,scrap_web_details_image/bonnieschan_profile.png,0.0,,,,,,,,,,,,,,,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081174D90>,"<img src=""scrap_web_details_image/bonnieschan_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/bonnieschan_profile.png"" width=""60"" >",0,,,,,,,,,,
bonnieyiuu,scrap_web_details_image/bonnieyiuu_profile.png,3.846145833333333,107.0,4922.0,4.115384615384615,189.30769230769232,,,,,,,136.0,9898.0,236.0,8349.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127C070>,"<img src=""scrap_web_details_image/bonnieyiuu_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/bonnieyiuu_profile.png"" width=""60"" >",4,0.0,1.0,2.0,2.0,10.0,11.0,0.0,6.0,1.0,0.0
boo_chong,scrap_web_details_image/boo_chong_profile.png,9.18181712962963,34.0,10473.0,3.4,1047.3,13.0,150.0,13.0,150.0,13.0,150.0,44.0,5007.0,31.0,2667.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127C640>,"<img src=""scrap_web_details_image/boo_chong_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/boo_chong_profile.png"" width=""60"" >",0,0.0,2.0,0.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0
bowiecheungx,scrap_web_details_image/bowiecheungx_profile.png,10.142847222222224,35.0,2202.0,5.0,314.57142857142856,,,,,,,2.0,1807.0,15.0,1260.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081284100>,"<img src=""scrap_web_details_image/bowiecheungx_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/bowiecheungx_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
bowiechoibuiyi,scrap_web_details_image/bowiechoibuiyi_profile.png,18.0,0.0,0.0,0.0,0.0,,,,,,,0.0,661.0,10.0,728.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127C340>,"<img src=""scrap_web_details_image/bowiechoibuiyi_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/bowiechoibuiyi_profile.png"" width=""60"" >",3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bpressk,scrap_web_details_image/bpressk_profile.png,0.0,,,,,42.0,1020.0,42.0,1020.0,42.0,1020.0,0.0,55.0,0.0,55.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08115ED30>,"<img src=""scrap_web_details_image/bpressk_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/bpressk_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bread_bulubulu,scrap_web_details_image/bread_bulubulu_profile.png,7.2857060185185185,201.0,30905.0,14.357142857142858,2207.5,,,,,,,5.0,4663.0,35.0,3694.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081284C40>,"<img src=""scrap_web_details_image/bread_bulubulu_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/bread_bulubulu_profile.png"" width=""60"" >",0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0
brenlui,scrap_web_details_image/brenlui_profile.png,0.0,,,,,20.0,876.0,20.0,876.0,20.0,876.0,1.0,82.0,1.0,84.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117EEE0>,"<img src=""scrap_web_details_image/brenlui_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/brenlui_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brianyuen_chico,scrap_web_details_image/brianyuen_chico_profile.png,16.2,0.0,0.0,0.0,0.0,,,,,,,10.0,989.0,4.0,947.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081284AF0>,"<img src=""scrap_web_details_image/brianyuen_chico_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/brianyuen_chico_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0
byeian,scrap_web_details_image/byeian_profile.png,9.083333333333334,264.0,75128.0,26.4,7512.8,2970.0,804000.0,2970.0,804000.0,2970.0,804000.0,0.0,1014.0,1.0,1640.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08116D100>,"<img src=""scrap_web_details_image/byeian_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/byeian_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
c.bbbbbbbbbbb,scrap_web_details_image/c.bbbbbbbbbbb_profile.png,0.0,,,,,,,,,,,,,,,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081174E50>,"<img src=""scrap_web_details_image/c.bbbbbbbbbbb_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/c.bbbbbbbbbbb_profile.png"" width=""60"" >",0,,,,,,,,,,
c2mwen201999,scrap_web_details_image/c2mwen201999_profile.png,0.0,,,,,90.0,6267.0,90.0,6267.0,90.0,6267.0,0.0,15.0,1.0,170.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08116DE50>,"<img src=""scrap_web_details_image/c2mwen201999_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/c2mwen201999_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c4candice,scrap_web_details_image/c4candice_profile.png,0.0,,,,,11.0,2791.0,11.0,2791.0,11.0,2791.0,0.0,16.0,2.0,155.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08116D460>,"<img src=""scrap_web_details_image/c4candice_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/c4candice_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c_allstar,scrap_web_details_image/c_allstar_profile.png,9.545451388888887,365.0,47057.0,33.18181818181818,4277.909090909091,,,,,,,18.0,5419.0,27.0,3725.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127C8E0>,"<img src=""scrap_web_details_image/c_allstar_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/c_allstar_profile.png"" width=""60"" >",2,0.0,4.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,3.0
callstar.assemble,scrap_web_details_image/callstar.assemble_profile.png,9.3,20.0,3503.0,2.2222222222222223,389.22222222222223,0.0,261.0,0.0,261.0,0.0,261.0,53.0,10525.0,32.0,6505.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081284400>,"<img src=""scrap_web_details_image/callstar.assemble_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/callstar.assemble_profile.png"" width=""60"" >",0,0.0,10.0,0.0,0.0,0.0,0.0,79.0,4.0,0.0,6.0
candies_wawa,scrap_web_details_image/candies_wawa_profile.png,6.642847222222223,1142.0,290000.0,81.57142857142857,20714.285714285717,,,,,,,10.0,1644.0,24.0,2767.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08115EEB0>,"<img src=""scrap_web_details_image/candies_wawa_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/candies_wawa_profile.png"" width=""60"" >",0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
candy_kamanyuen,scrap_web_details_image/candy_kamanyuen_profile.png,0.0,,,,,4.0,501.0,4.0,501.0,4.0,501.0,0.0,841.0,1.0,210.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08116D790>,"<img src=""scrap_web_details_image/candy_kamanyuen_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/candy_kamanyuen_profile.png"" width=""60"" >",0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
captv.hk,scrap_web_details_image/captv.hk_profile.png,3.4444444444444446,,,,,15.0,1003.0,15.0,1003.0,15.0,1003.0,41.0,843.0,0.0,2031.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081153F40>,"<img src=""scrap_web_details_image/captv.hk_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/captv.hk_profile.png"" width=""60"" >",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0
carlhoudee,scrap_web_details_image/carlhoudee_profile.png,0.0,,,,,13.0,29240.0,13.0,29240.0,13.0,29240.0,1.0,51.0,2.0,196.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081153940>,"<img src=""scrap_web_details_image/carlhoudee_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/carlhoudee_profile.png"" width=""60"" >",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carlosbb,scrap_web_details_image/carlosbb_profile.png,7.166666666666667,409.0,39922.0,51.125,4990.25,1.0,188.0,1.0,188.0,1.0,188.0,0.0,2354.0,30.0,2605.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08115E880>,"<img src=""scrap_web_details_image/carlosbb_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/carlosbb_profile.png"" width=""60"" >",4,0.0,2.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,2.0
carrie1030,scrap_web_details_image/carrie1030_profile.png,0.0,,,,,8.0,370.0,8.0,370.0,8.0,370.0,0.0,274.0,7.0,278.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117EFD0>,"<img src=""scrap_web_details_image/carrie1030_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/carrie1030_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carrielam.hksar,scrap_web_details_image/carrielam.hksar_profile.png,3.807685185185185,4219.0,29828.0,162.26923076923077,1147.2307692307693,,,,,,,75.0,26285.0,1.0,16314.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA0811745E0>,"<img src=""scrap_web_details_image/carrielam.hksar_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/carrielam.hksar_profile.png"" width=""60"" >",0,26.0,64.0,0.0,0.0,13.0,7.0,0.0,27.0,0.0,0.0
catry,scrap_web_details_image/catry_profile.png,0.0,,,,,182.0,590754.0,182.0,590754.0,182.0,590754.0,9.0,282.0,2.0,282.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081276370>,"<img src=""scrap_web_details_image/catry_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/catry_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
cbbheree,scrap_web_details_image/cbbheree_profile.png,0.0,,,,,4.0,215.0,4.0,215.0,4.0,215.0,1.0,26.0,1.0,176.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08115E280>,"<img src=""scrap_web_details_image/cbbheree_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/cbbheree_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cceciliayeung,scrap_web_details_image/cceciliayeung_profile.png,0.0,,,,,112.0,8967.0,112.0,8967.0,112.0,8967.0,0.0,224.0,0.0,387.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA0811659D0>,"<img src=""scrap_web_details_image/cceciliayeung_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/cceciliayeung_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cedricgrolet,scrap_web_details_image/cedricgrolet_profile.png,1.9230671296296296,27207.0,2358000.0,1046.423076923077,90692.30769230767,,,,,,,20.0,9546.0,16.0,7484.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127C130>,"<img src=""scrap_web_details_image/cedricgrolet_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/cedricgrolet_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
chakwilliam,scrap_web_details_image/chakwilliam_profile.png,9.0,166.0,4025.0,18.444444444444443,447.22222222222223,2.0,3106.0,2.0,3106.0,2.0,3106.0,10.0,3176.0,38.0,2933.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117E820>,"<img src=""scrap_web_details_image/chakwilliam_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/chakwilliam_profile.png"" width=""60"" >",4,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
